bathrooms,bedrooms,pets_allowed,price,square_feet,state
1.0,1.0,0,1000,250,CO
1.0,1.0,0,1000,250,CO
1.0,1.0,0,1000,250,CO
1.0,1.0,0,1000,250,CA
1.0,1.0,0,975,250,CA
1.0,1.0,0,965,250,NJ
1.0,1.0,0,955,250,MD
1.0,1.0,0,950,250,CO
1.0,1.0,0,950,250,CO
1.0,1.0,0,930,250,CA
1.0,1.0,0,925,250,CO
1.0,1.0,0,925,250,CA
1.0,1.0,0,925,250,MD
1.0,1.0,0,915,250,CO
1.0,1.0,0,900,250,MD
1.0,1.0,0,900,250,FL
1.0,1.0,0,900,250,CO
1.0,1.0,0,900,250,CO
1.0,1.0,0,900,250,CA
1.0,1.0,0,900,250,CA
1.0,1.0,0,895,250,CO
1.0,1.0,0,895,250,CO
1.0,1.0,0,875,250,VA
1.0,1.0,0,865,250,FL
1.0,1.0,0,865,250,GA
1.0,1.0,0,860,250,FL
1.0,1.0,0,855,250,CO
1.0,1.0,0,850,250,VA
1.0,1.0,0,850,250,CO
1.0,1.0,0,850,250,VA
1.0,1.0,0,850,250,TN
1.0,1.0,0,850,250,FL
1.0,1.0,0,850,250,OR
1.0,1.0,0,825,250,MD
1.0,1.0,0,805,250,GA
1.0,1.0,0,800,250,CO
1.0,1.0,0,800,250,CO
1.0,1.0,0,800,250,MD
1.0,1.0,0,800,250,FL
1.0,1.0,0,800,250,CA
1.0,1.0,0,800,250,FL
1.0,1.0,0,795,250,CO
1.0,1.0,0,785,250,CO
1.0,1.0,0,785,250,CO
1.0,1.0,0,760,250,CO
1.0,1.0,0,755,250,FL
1.0,1.0,0,755,250,DE
1.0,1.0,0,755,250,PA
1.0,1.0,0,750,250,CA
1.0,1.0,0,750,250,FL
1.0,1.0,0,750,250,MD
1.0,1.0,0,750,250,NC
1.0,1.0,0,725,250,TN
1.0,1.0,0,725,250,GA
1.0,1.0,0,720,250,TX
1.0,1.0,0,705,250,TX
1.0,1.0,0,700,250,AZ
1.0,1.0,0,700,250,TX
1.0,1.0,0,700,250,CO
1.0,1.0,0,700,250,AZ
1.0,1.0,0,700,250,FL
1.0,1.0,0,700,250,MD
1.0,1.0,0,700,250,CO
1.0,1.0,0,700,250,CO
1.0,1.0,0,700,250,TX
1.0,0.0,1,695,250,IA
1.0,1.0,0,695,250,IL
1.0,1.0,0,685,250,SC
1.0,1.0,0,685,250,AZ
1.0,1.0,0,675,250,TX
1.0,1.0,0,675,250,MN
1.0,1.0,0,660,250,AZ
1.0,1.0,0,650,250,MD
1.0,1.0,0,650,250,OR
1.0,1.0,0,650,250,FL
1.0,1.0,0,650,250,TX
1.0,1.0,0,650,250,TN
1.0,1.0,0,645,250,SC
1.0,1.0,0,645,250,NC
1.0,1.0,0,625,250,FL
1.0,1.0,0,625,250,TX
1.0,1.0,0,610,250,AZ
1.0,1.0,0,600,250,FL
1.0,1.0,0,600,250,AZ
1.0,1.0,0,600,250,GA
1.0,1.0,0,600,250,CA
1.0,1.0,0,600,250,FL
1.0,1.0,0,600,250,MI
1.0,1.0,0,600,250,NC
1.0,1.0,0,595,250,VA
1.0,1.0,0,580,250,FL
1.0,1.0,0,575,250,PA
1.0,1.0,0,575,250,FL
1.0,1.0,0,550,250,MD
1.0,1.0,0,550,250,VA
1.0,1.0,0,500,250,SC
1.0,1.0,0,500,250,TX
1.0,1.0,0,500,250,AZ
1.0,1.0,1,499,250,KY
1.0,1.0,0,495,250,AZ
1.0,1.0,0,200,250,MD
1.0,0.0,1,1325,253,WA
1.0,0.0,1,1400,255,WA
1.0,0.0,1,1995,258,CA
1.0,1.0,1,710,265,WI
1.0,1.0,1,1659,272,DC
1.0,1.0,0,1600,272,CA
1.0,1.0,1,850,273,IN
1.0,0.0,1,1900,275,CA
1.0,1.0,0,1505,275,CA
1.0,1.0,0,900,275,AZ
1.0,0.0,1,892,275,IL
1.0,1.0,0,705,275,OH
1.0,1.0,0,1240,280,MD
1.0,1.0,1,870,285,AK
1.0,0.0,1,1095,286,IL
1.0,0.0,1,1350,288,WA
1.0,1.0,0,865,288,PA
1.0,1.0,1,690,288,FL
1.0,0.0,1,1099,290,OR
1.0,1.0,1,700,290,MN
1.0,0.0,0,850,296,IA
1.0,0.0,1,2200,300,CA
1.0,1.0,0,2112,300,NJ
1.0,1.0,0,1868,300,CA
1.0,1.0,0,1785,300,CT
1.0,1.0,1,1575,300,CA
1.0,1.0,0,1534,300,MD
1.0,1.0,0,1470,300,CT
1.0,1.0,0,1470,300,MD
1.0,1.0,1,1470,300,MD
1.0,2.0,0,1425,300,NY
1.0,1.0,0,1386,300,MD
1.0,0.0,0,1195,300,WA
1.0,1.0,1,995,300,IL
1.0,0.0,0,975,300,CA
1.0,1.0,1,911,300,IL
1.0,0.0,1,900,300,TX
1.0,1.0,0,800,300,CO
1.0,1.0,0,800,300,GA
1.0,1.0,0,795,300,CO
1.0,1.0,1,795,300,FL
1.0,1.0,1,775,300,WI
1.0,0.0,0,760,300,IL
1.0,1.0,0,750,300,FL
1.0,1.0,0,725,300,RI
1.0,1.0,0,700,300,GA
1.0,1.0,0,650,300,OH
1.0,1.0,1,595,300,CO
1.0,1.0,1,590,300,IN
1.0,2.0,0,590,300,IN
1.0,2.0,0,585,300,IN
1.0,2.0,0,580,300,IL
1.0,1.0,0,400,300,NC
1.0,1.0,1,275,300,FL
1.0,1.0,1,1195,301,NV
1.0,1.0,1,1094,306,NV
1.0,0.0,0,725,308,IN
1.0,0.0,1,1099,309,OR
1.0,2.0,0,1222,310,MA
1.0,0.0,1,2195,313,CA
1.0,1.0,1,760,313,IN
1.0,2.0,0,650,314,UT
1.0,0.0,1,2695,315,CA
1.0,2.0,1,730,315,AK
1.0,0.0,1,659,315,KY
1.0,1.0,1,775,317,IN
1.0,0.0,0,1350,318,MD
1.0,1.0,1,1100,319,IL
1.0,1.0,1,965,320,IL
1.0,0.0,0,675,320,OH
1.0,1.0,0,925,321,CO
1.0,1.0,1,845,322,WI
1.0,2.0,0,700,324,WI
1.0,2.0,0,2700,325,MA
1.0,2.0,1,1995,325,CA
1.0,1.0,1,1350,325,WA
1.0,2.0,1,1349,325,IL
1.0,2.0,1,975,325,NV
1.0,0.0,1,925,325,IL
1.0,2.0,1,899,325,IL
1.0,2.0,1,700,325,CT
1.0,2.0,1,325,325,OH
1.0,1.0,1,915,330,CO
1.0,0.0,0,799,330,IN
1.0,1.0,1,710,330,MO
1.0,2.0,1,2695,332,CA
1.0,1.0,1,2295,332,CA
1.0,2.0,1,1079,333,CO
1.0,2.0,0,1386,334,TX
1.0,1.0,1,800,335,IA
1.0,0.0,1,2195,336,CA
1.0,2.0,1,1100,336,WI
1.0,1.0,1,1099,336,FL
1.0,0.0,0,625,336,AZ
1.0,2.0,0,809,337,TX
1.0,0.0,1,2295,338,CA
1.0,2.0,1,1160,338,FL
1.0,2.0,0,998,338,WI
1.0,2.0,1,990,338,OR
1.0,1.0,0,785,340,WI
1.0,2.0,0,720,340,IN
1.0,0.0,1,1240,341,AZ
1.0,0.0,0,2395,342,CA
1.0,2.0,1,480,342,IN
1.0,0.0,1,800,344,TN
1.0,1.0,1,1655,346,WA
1.0,1.0,1,899,346,MN
1.0,1.0,1,600,347,MO
1.0,2.0,1,699,348,MO
1.0,0.0,0,2195,350,CA
1.0,2.0,0,1670,350,MI
1.0,1.0,0,1650,350,CA
1.0,2.0,1,1550,350,DC
1.0,0.0,1,1400,350,CA
1.0,0.0,1,1299,350,OR
1.0,0.0,1,1299,350,WA
1.0,2.0,1,1200,350,MA
1.0,1.0,1,1145,350,PA
1.0,1.0,1,1000,350,WI
1.0,0.0,0,940,350,IL
1.0,2.0,1,895,350,OH
1.0,0.0,1,875,350,TX
1.0,1.0,1,849,350,AZ
1.0,1.0,0,800,350,IL
1.0,0.0,1,710,350,WA
1.0,0.0,1,699,350,MD
1.0,2.0,1,695,350,AK
1.0,0.0,0,600,350,NY
1.0,0.0,1,592,350,AZ
1.0,1.0,1,1225,351,OR
1.0,2.0,0,1246,352,TX
1.0,0.0,1,1225,352,CA
1.0,1.0,1,675,354,MO
1.0,0.0,1,1400,355,CA
1.0,1.0,0,585,355,IL
1.0,2.0,1,1125,357,IL
1.0,2.0,0,614,357,OH
1.0,2.0,1,1225,360,NJ
1.0,2.0,1,875,360,OR
1.0,2.0,0,850,360,TX
1.0,1.0,0,670,360,WI
1.0,1.0,0,639,360,IL
1.0,1.0,1,495,360,OK
1.0,2.0,1,1750,362,DC
1.0,1.0,1,1050,362,IL
1.0,0.0,0,950,362,TX
1.0,2.0,0,1200,367,OR
1.0,1.0,1,985,367,IL
1.0,2.0,1,965,368,CT
1.0,1.0,1,530,368,MI
1.0,2.0,1,1530,369,WA
1.0,1.0,0,1000,369,CA
1.0,1.0,1,720,369,MO
1.0,0.0,0,1225,370,NJ
1.0,1.0,1,1025,370,OR
1.0,1.0,1,765,370,TX
1.0,1.0,1,1975,375,CA
1.0,1.0,0,1525,375,CA
1.0,1.0,0,1175,375,OR
1.0,2.0,0,940,375,TX
1.0,1.0,0,850,375,IN
1.0,1.0,1,829,375,AZ
1.0,0.0,0,799,375,IN
1.0,2.0,1,773,375,MN
1.0,1.0,1,386,375,WI
1.0,2.0,1,1400,377,FL
1.0,1.0,1,3095,378,CA
1.0,2.0,1,1275,378,OR
1.0,0.0,0,929,378,TX
1.0,2.0,1,1591,379,CA
1.0,1.0,1,2895,380,CA
1.0,0.0,1,2695,380,CA
1.0,0.0,0,1400,380,CA
1.0,2.0,1,955,380,AK
1.0,1.0,1,540,380,AZ
1.0,2.0,1,2895,381,CA
1.0,2.0,0,2874,382,CA
1.0,2.0,1,635,382,TN
1.0,1.0,1,902,384,IL
1.0,0.0,1,2395,385,CA
1.0,1.0,1,1250,385,OR
1.0,1.0,0,540,385,IN
1.0,1.0,0,350,385,KY
1.0,2.0,1,1262,386,OR
1.0,0.0,1,1115,389,OR
1.0,2.0,1,2095,390,RI
1.0,1.0,1,1800,390,DC
1.0,2.0,1,879,390,FL
1.0,1.0,0,699,390,IN
1.0,1.0,0,640,390,IL
1.0,1.0,0,999,391,TX
1.0,1.0,0,959,391,TX
1.0,0.0,0,1654,393,DC
1.0,2.0,1,995,393,TX
1.0,0.0,0,919,394,TX
1.0,0.0,1,1350,395,CA
1.0,1.0,1,1045,395,IL
1.0,2.0,0,976,395,TX
1.0,2.0,0,762,395,WA
1.0,1.0,0,1050,396,TX
1.0,1.0,0,1225,397,OR
1.0,2.0,1,2495,398,CA
1.0,1.0,1,1173,398,IL
1.0,2.0,0,1005,398,TX
1.0,2.0,1,1000,398,TX
1.0,2.0,0,875,398,TX
1.0,2.0,0,3000,400,FL
1.0,0.0,0,2450,400,CA
1.0,1.0,0,2050,400,CA
1.0,0.0,1,1659,400,DC
1.0,1.0,0,1625,400,WA
1.0,2.0,0,1599,400,TX
1.0,0.0,0,1599,400,NY
1.0,1.0,0,1580,400,TX
1.0,1.0,0,1500,400,CA
1.0,1.0,0,1500,400,CA
1.0,0.0,0,1450,400,CA
1.0,1.0,0,1415,400,CA
1.0,1.0,0,1400,400,CO
1.0,1.0,1,1395,400,MI
1.0,1.0,1,1375,400,CA
1.0,1.0,0,1355,400,CA
1.0,1.0,0,1345,400,DC
1.0,1.0,0,1250,400,MA
1.0,2.0,1,1242,400,IL
1.0,1.0,1,1225,400,OR
1.0,1.0,0,1215,400,CA
1.0,1.0,0,1200,400,AZ
1.0,1.0,1,1160,400,WI
1.0,1.0,0,1150,400,MD
1.0,1.0,0,1100,400,CO
1.0,1.0,0,1100,400,NH
1.0,2.0,1,1099,400,FL
1.0,1.0,0,1095,400,TX
1.0,2.0,0,1090,400,TX
1.0,2.0,0,1085,400,TX
1.0,1.0,1,1050,400,IL
1.0,2.0,0,1045,400,TX
1.0,2.0,0,1040,400,TX
1.0,1.0,0,1035,400,FL
1.0,2.0,1,1012,400,CO
1.0,1.0,1,1000,400,PA
1.0,1.0,0,1000,400,WA
1.0,1.0,1,995,400,MN
1.0,3.0,0,975,400,TX
1.0,0.0,1,975,400,TX
1.0,1.0,0,975,400,FL
1.0,1.0,0,950,400,NC
1.0,2.0,1,945,400,MN
1.0,0.0,1,925,400,TX
1.0,1.0,0,925,400,GA
1.0,1.0,1,925,400,NH
1.0,1.0,0,919,400,MN
1.0,1.0,0,910,400,CO
1.0,3.0,0,900,400,TX
1.0,1.0,0,900,400,VA
1.0,1.0,0,900,400,TX
1.0,1.0,1,899,400,VA
1.0,2.0,1,895,400,TX
1.0,0.0,0,895,400,TX
1.0,0.0,1,895,400,TX
1.0,0.0,1,895,400,TX
1.0,1.0,0,875,400,CO
1.0,2.0,0,875,400,TX
1.0,1.0,0,875,400,OR
1.0,1.0,0,865,400,CT
1.0,2.0,0,857,400,TX
1.0,0.0,1,850,400,TX
1.0,1.0,0,850,400,TX
1.0,1.0,0,850,400,TX
1.0,1.0,0,845,400,CO
1.0,0.0,0,829,400,MD
1.0,1.0,0,800,400,CO
1.0,1.0,0,799,400,IN
1.0,2.0,1,799,400,IL
1.5,0.0,0,750,400,NV
1.0,2.0,0,720,400,MN
1.0,1.0,1,720,400,OH
1.0,1.0,0,700,400,CO
1.0,1.0,0,700,400,CO
1.0,2.0,1,695,400,TX
1.0,1.0,0,691,400,FL
1.0,1.0,0,690,400,FL
1.0,1.0,0,660,400,IN
1.0,0.0,1,615,400,NE
1.0,1.0,0,600,400,FL
1.0,1.0,0,600,400,CO
1.0,2.0,0,599,400,IN
1.0,0.0,1,500,400,NC
1.0,1.0,1,499,400,LA
1.0,1.0,0,475,400,CO
1.0,1.0,0,435,400,OH
1.0,2.0,1,425,400,ND
1.0,2.0,0,300,400,TX
1.0,1.0,0,975,401,TX
1.0,2.0,1,2460,402,MA
1.0,2.0,1,1050,403,WI
2.0,2.0,1,1198,404,AL
1.0,1.0,1,635,404,AZ
1.0,0.0,1,1975,405,MA
1.0,2.0,1,1725,405,CA
1.0,0.0,0,1495,405,DC
1.0,1.0,1,1085,405,WI
1.0,0.0,0,1085,405,CO
1.0,1.0,0,849,405,AZ
1.0,3.0,1,780,405,PA
1.0,1.0,0,1670,406,CA
1.0,0.0,0,1650,406,CA
1.0,2.0,0,1025,406,IL
1.0,0.0,1,950,407,AZ
1.0,0.0,1,2495,408,CA
1.0,0.0,0,1225,408,NJ
1.0,2.0,1,1350,409,WA
1.0,1.0,1,950,409,OR
1.0,2.0,1,1450,410,VA
1.0,0.0,1,950,410,PA
1.0,2.0,0,925,410,TX
1.0,1.0,1,925,410,TX
1.0,2.0,0,859,410,TX
1.0,1.0,1,695,410,NJ
1.0,2.0,1,595,410,IA
1.0,2.0,1,595,410,IA
1.0,1.0,0,560,410,TX
1.0,1.0,0,420,410,OH
1.0,2.0,0,965,411,TX
1.0,2.0,1,1115,412,OR
1.0,1.0,1,1039,413,IL
1.0,2.0,1,1540,414,DC
1.0,1.0,1,1300,414,OR
1.0,2.0,0,895,414,TX
1.0,1.0,1,750,414,MO
1.0,2.0,1,715,414,VA
1.0,2.0,1,1450,415,CA
1.0,2.0,1,1300,415,PA
1.0,1.0,1,1130,415,IL
1.0,1.0,1,1015,415,IL
1.0,2.0,0,999,415,TX
1.0,0.0,1,699,415,AL
1.0,0.0,1,699,415,AL
1.0,1.0,1,650,415,AR
1.0,2.0,0,1399,416,TX
1.0,2.0,1,4000,417,CA
1.0,3.0,1,2013,418,RI
1.0,2.0,1,1294,418,TN
1.0,2.0,1,1175,418,OR
1.0,2.0,0,875,418,MO
1.0,0.0,1,2895,419,CA
1.0,1.0,0,1890,419,MI
1.0,1.0,1,2100,420,CA
1.0,1.0,1,1640,420,CA
1.0,1.0,1,1255,420,CA
1.0,1.0,1,1250,420,IL
1.0,1.0,1,1050,420,IL
1.0,1.0,0,999,420,FL
1.0,0.0,0,995,420,WI
1.0,2.0,0,920,420,TX
1.0,1.0,0,920,420,TX
1.0,1.0,1,850,420,TX
1.0,1.0,1,725,420,LA
1.0,1.0,0,699,420,IN
1.0,2.0,0,600,420,IN
1.0,3.0,0,569,420,IN
1.0,1.0,1,560,420,AZ
1.0,1.0,1,1295,422,WA
1.0,2.0,0,870,422,TX
1.0,2.0,1,805,422,MO
1.0,2.0,1,685,422,PA
1.0,3.0,1,1219,423,VA
1.0,2.0,1,885,423,AK
1.0,0.0,1,1570,425,DC
1.0,2.0,1,1405,425,WA
1.0,1.0,0,1399,425,TX
1.0,0.0,1,1350,425,CA
1.0,2.0,0,1170,425,AK
1.0,0.0,0,995,425,TX
1.0,1.0,1,925,425,TX
1.0,0.0,0,905,425,TX
1.0,1.0,0,800,425,TX
1.0,1.0,0,799,425,TX
1.0,1.0,1,795,425,TX
1.0,1.0,1,2135,426,DC
1.0,1.0,1,2060,426,MA
1.0,1.0,1,1295,426,OR
1.0,2.0,1,1045,426,CO
1.0,0.0,0,899,426,AZ
1.0,1.0,1,814,426,IL
1.0,2.0,1,1745,428,CA
1.0,1.0,1,1395,428,NJ
1.0,2.0,1,1249,428,IL
1.0,2.0,0,1195,428,OR
1.0,3.0,1,785,428,OH
1.0,1.0,0,699,428,IN
1.0,0.0,1,2695,429,CA
1.0,1.0,1,1325,430,IL
1.0,2.0,0,1125,430,WI
1.0,0.0,1,895,430,PA
1.0,1.0,1,895,430,CT
1.0,1.0,0,845,430,CT
1.0,2.0,0,800,430,TX
1.0,2.0,0,775,430,CT
1.0,2.0,1,775,430,CT
1.0,2.0,0,765,430,CT
1.0,2.0,0,765,430,CT
1.0,0.0,1,650,430,MO
1.0,1.0,1,645,430,OH
1.0,2.0,1,1549,431,VA
1.0,2.0,1,1530,431,WA
1.0,0.0,0,1500,431,CA
1.0,1.0,1,3095,432,CA
1.0,1.0,0,2509,432,CA
1.0,2.0,0,890,432,TX
1.0,2.0,0,1895,433,DC
1.0,2.0,1,899,433,TN
1.0,2.0,0,1645,434,TX
1.0,3.0,0,1026,434,TX
1.0,2.0,1,827,434,OK
1.0,1.0,1,1630,435,FL
1.0,2.0,1,1250,435,OR
1.0,2.0,1,1150,435,PA
1.0,1.0,0,1344,436,MA
1.0,0.0,0,895,437,TX
1.0,1.0,1,1215,438,MN
1.0,1.0,1,1100,438,OR
1.0,2.0,1,1040,438,OH
1.0,2.0,1,2995,439,CA
1.0,3.0,1,949,440,FL
1.0,2.0,0,899,440,TX
1.0,2.0,0,881,440,TX
1.0,0.0,1,879,440,AZ
1.0,1.0,1,835,440,TN
1.0,1.0,1,740,440,TX
1.0,1.0,1,635,440,CO
1.0,1.0,1,2795,441,CA
1.0,1.0,0,2295,441,CA
1.0,2.0,1,1270,441,OR
1.0,2.0,0,989,441,TX
1.0,1.0,1,1195,442,OR
1.0,1.0,1,750,442,TN
1.0,2.0,1,535,442,TX
1.0,2.0,1,535,442,TX
1.0,1.0,1,665,443,TX
1.0,1.0,0,1250,444,OR
1.0,1.0,0,837,444,TX
1.0,2.0,1,830,444,AK
1.0,2.0,0,2341,445,MA
1.0,0.0,1,1295,445,OR
1.0,1.0,1,1175,445,IL
1.0,2.0,1,1530,446,IL
1.0,1.0,1,1325,446,OR
1.0,2.0,1,1099,446,MO
1.0,1.0,1,545,446,OH
1.0,1.0,1,2895,447,CA
1.0,0.0,0,2195,447,CA
1.0,2.0,0,1684,447,TX
1.0,2.0,1,1335,447,WA
1.0,1.0,0,895,447,TX
1.0,1.0,0,775,447,IL
1.0,1.0,1,675,447,TX
1.0,1.0,0,2500,448,CA
1.0,2.0,0,1729,448,TX
1.0,2.0,1,1688,448,TX
1.0,2.0,1,739,448,MO
1.0,1.0,0,950,449,MI
1.0,2.0,1,820,449,CO
1.0,0.0,0,3000,450,CA
1.0,1.0,1,1950,450,MD
1.0,2.0,1,1818,450,DC
1.0,0.0,1,1795,450,CA
1.0,0.0,0,1750,450,CA
1.0,1.0,0,1535,450,DC
1.0,0.0,1,1495,450,CA
1.0,2.0,0,1475,450,PA
1.0,1.0,1,1365,450,IL
1.0,1.0,1,1349,450,FL
1.0,1.0,0,1345,450,CA
1.0,2.0,0,1299,450,MN
1.0,0.0,0,1295,450,CA
1.0,1.0,0,1225,450,TX
1.0,2.0,1,1225,450,WI
1.0,2.0,0,1200,450,WA
1.0,2.0,1,1199,450,MI
1.0,1.0,1,1195,450,WA
1.0,1.0,0,1195,450,NJ
1.0,2.0,0,1095,450,WI
1.0,2.0,0,1073,450,WA
1.0,1.0,1,1069,450,MN
1.0,3.0,0,1041,450,TX
1.0,0.0,0,1000,450,OR
1.0,1.0,1,995,450,MI
1.0,2.0,0,969,450,TX
1.0,1.0,0,900,450,TX
1.0,2.0,0,897,450,TX
1.0,1.0,0,884,450,NV
1.0,2.0,1,860,450,AK
1.0,2.0,1,829,450,FL
1.0,2.0,0,799,450,IN
1.0,1.0,1,790,450,TN
1.0,1.0,1,770,450,MO
1.0,1.0,1,766,450,MO
1.0,2.0,1,752,450,IN
1.0,1.0,1,750,450,VA
1.0,1.0,0,725,450,NY
1.0,1.0,1,719,450,TX
1.0,2.0,1,687,450,TX
1.0,1.0,0,675,450,NJ
1.0,1.0,1,655,450,OH
1.0,2.0,0,650,450,MO
1.0,3.0,1,635,450,VA
1.0,1.0,0,600,450,IL
1.0,0.0,1,595,450,MO
1.0,0.0,1,575,450,KS
1.0,1.0,1,500,450,IL
1.0,0.0,1,490,450,KY
1.0,1.0,0,475,450,TX
1.0,1.0,0,2525,451,MA
1.0,0.0,1,1818,451,DC
1.0,3.0,0,1483,451,MA
1.0,2.0,0,805,451,TX
1.0,1.0,0,1796,452,DC
1.0,3.0,0,605,452,TX
1.0,1.0,0,1722,453,TX
1.0,0.0,0,1650,453,CA
1.0,1.0,1,3595,454,CA
1.0,1.0,1,950,454,NY
1.0,1.0,0,1250,455,OR
1.0,1.0,1,570,455,AZ
1.0,0.0,1,550,455,AZ
1.0,2.0,0,1830,456,CA
1.0,2.0,1,1795,456,CA
1.0,2.0,1,1612,456,DC
1.0,1.0,1,835,456,WI
1.0,2.0,1,825,456,UT
1.0,1.0,1,825,456,AZ
1.0,1.0,0,550,456,MI
1.0,2.0,0,1230,457,ID
1.0,1.0,0,2395,458,CA
1.0,2.0,0,485,458,TX
1.0,1.0,0,1275,459,OR
1.0,2.0,1,1135,459,MD
1.0,3.0,1,700,459,IA
1.0,2.0,1,1695,460,CT
1.0,1.0,0,1469,460,OR
1.0,3.0,1,1150,460,WI
1.0,1.0,1,840,460,TX
1.0,1.0,1,820,460,CO
1.0,0.0,1,815,460,AK
1.0,1.0,1,805,460,CO
1.0,2.0,0,785,460,CO
1.0,1.0,0,709,460,IL
1.0,2.0,1,705,460,PA
1.0,1.0,1,525,460,ND
1.0,2.0,1,1125,461,WA
1.0,2.0,1,1245,462,UT
1.0,1.0,1,600,462,AZ
1.0,1.0,1,560,463,AZ
1.0,2.0,1,1905,464,IL
1.0,1.0,0,890,464,TX
1.0,1.0,1,705,464,TX
1.0,2.0,1,1510,465,VA
1.0,1.0,0,1475,465,CA
1.0,2.0,1,931,465,GA
1.0,1.0,1,840,465,OH
1.0,2.0,1,695,465,AZ
1.0,1.0,0,560,465,MO
1.0,1.0,1,3095,466,CA
1.0,2.0,1,1330,467,MN
2.0,2.0,0,689,467,OH
1.0,1.0,0,1100,468,TX
1.0,1.0,0,1099,468,NH
1.0,1.0,1,1040,468,NY
1.0,2.0,1,885,468,NE
1.0,1.0,0,749,468,IL
1.0,1.0,1,740,468,TX
1.0,1.0,0,625,468,IL
1.0,1.0,1,1395,469,OR
1.0,1.0,1,1210,469,IL
1.0,0.0,1,1100,469,IN
1.0,1.0,0,2000,470,DC
1.0,1.0,0,1995,470,CA
1.0,2.0,1,1755,470,IL
1.0,1.0,1,1625,470,CA
1.0,1.0,1,1570,470,DC
1.0,1.0,1,1475,470,NH
1.0,2.0,0,1040,470,IN
1.0,1.0,1,1039,470,MI
1.0,2.0,1,1009,470,IL
1.0,1.0,0,999,470,IN
1.0,1.0,1,800,470,AK
1.0,3.0,1,550,470,IN
1.0,1.0,1,3195,471,CA
1.0,2.0,1,1500,471,IL
1.0,1.0,0,3300,472,CA
1.0,1.0,1,1206,472,MD
1.0,2.0,0,1165,472,PA
1.0,1.0,1,715,472,TX
1.0,2.0,1,1210,473,CO
1.0,1.0,1,3395,474,CA
1.0,3.0,1,960,474,AZ
1.0,3.0,1,855,474,FL
1.0,1.0,0,1625,475,CA
1.0,1.0,1,1350,475,OR
1.0,1.0,1,1295,475,CT
1.0,2.0,1,1150,475,OR
1.0,0.0,0,1125,475,OR
1.0,1.0,0,1095,475,FL
1.0,1.0,1,1050,475,GA
1.0,1.0,0,940,475,TX
1.0,2.0,0,933,475,TX
1.0,2.0,0,901,475,TX
1.0,2.0,1,900,475,IA
1.0,2.0,0,847,475,FL
1.0,1.0,1,740,475,OH
1.0,1.0,0,721,475,TX
1.0,1.0,1,645,475,TX
1.0,2.0,0,1200,476,TX
