bathrooms,bedrooms,pets_allowed,price,square_feet,state
1.0,1.0,No,865,288,PA
1.0,1.0,Yes,690,288,FL
1.0,0.0,Yes,1099,290,OR
1.0,1.0,Yes,700,290,MN
1.0,0.0,No,850,296,IA
1.0,0.0,Yes,2200,300,CA
1.0,1.0,No,2112,300,NJ
1.0,1.0,No,1868,300,CA
1.0,1.0,No,1785,300,CT
1.0,1.0,Yes,1575,300,CA
1.0,1.0,No,1534,300,MD
1.0,1.0,No,1470,300,CT
1.0,1.0,No,1470,300,MD
1.0,1.0,Yes,1470,300,MD
1.0,2.0,No,1425,300,NY
1.0,1.0,No,1386,300,MD
1.0,0.0,No,1195,300,WA
1.0,1.0,Yes,995,300,IL
1.0,0.0,No,975,300,CA
1.0,1.0,Yes,911,300,IL
1.0,0.0,Yes,900,300,TX
1.0,1.0,No,800,300,CO
1.0,1.0,No,800,300,GA
1.0,1.0,No,795,300,CO
1.0,1.0,Yes,795,300,FL
1.0,1.0,Yes,775,300,WI
1.0,0.0,No,760,300,IL
1.0,1.0,No,750,300,FL
1.0,1.0,No,725,300,RI
1.0,1.0,No,700,300,GA
1.0,1.0,No,650,300,OH
1.0,1.0,Yes,595,300,CO
1.0,1.0,Yes,590,300,IN
1.0,2.0,No,590,300,IN
1.0,2.0,No,585,300,IN
1.0,2.0,No,580,300,IL
1.0,1.0,No,400,300,NC
1.0,1.0,Yes,275,300,FL
1.0,1.0,Yes,1195,301,NV
1.0,1.0,Yes,1094,306,NV
1.0,0.0,No,725,308,IN
1.0,0.0,Yes,1099,309,OR
1.0,2.0,No,1222,310,MA
1.0,0.0,Yes,2195,313,CA
1.0,1.0,Yes,760,313,IN
1.0,2.0,No,650,314,UT
1.0,0.0,Yes,2695,315,CA
1.0,2.0,Yes,730,315,AK
1.0,0.0,Yes,659,315,KY
1.0,1.0,Yes,775,317,IN
1.0,0.0,No,1350,318,MD
1.0,1.0,Yes,1100,319,IL
1.0,1.0,Yes,965,320,IL
1.0,0.0,No,675,320,OH
1.0,1.0,No,925,321,CO
1.0,1.0,Yes,845,322,WI
1.0,2.0,No,700,324,WI
1.0,2.0,No,2700,325,MA
1.0,2.0,Yes,1995,325,CA
1.0,1.0,Yes,1350,325,WA
1.0,2.0,Yes,1349,325,IL
1.0,2.0,Yes,975,325,NV
1.0,0.0,Yes,925,325,IL
1.0,2.0,Yes,899,325,IL
1.0,2.0,Yes,700,325,CT
1.0,2.0,Yes,325,325,OH
1.0,1.0,Yes,915,330,CO
1.0,0.0,No,799,330,IN
1.0,1.0,Yes,710,330,MO
1.0,2.0,Yes,2695,332,CA
1.0,1.0,Yes,2295,332,CA
1.0,2.0,Yes,1079,333,CO
1.0,2.0,No,1386,334,TX
1.0,1.0,Yes,800,335,IA
1.0,0.0,Yes,2195,336,CA
1.0,2.0,Yes,1100,336,WI
1.0,1.0,Yes,1099,336,FL
1.0,0.0,No,625,336,AZ
1.0,2.0,No,809,337,TX
1.0,0.0,Yes,2295,338,CA
1.0,2.0,Yes,1160,338,FL
1.0,2.0,No,998,338,WI
1.0,2.0,Yes,990,338,OR
1.0,1.0,No,785,340,WI
1.0,2.0,No,720,340,IN
1.0,0.0,Yes,1240,341,AZ
1.0,0.0,No,2395,342,CA
1.0,2.0,Yes,480,342,IN
1.0,0.0,Yes,800,344,TN
1.0,1.0,Yes,1655,346,WA
1.0,1.0,Yes,899,346,MN
1.0,1.0,Yes,600,347,MO
1.0,2.0,Yes,699,348,MO
1.0,0.0,No,2195,350,CA
1.0,2.0,No,1670,350,MI
1.0,1.0,No,1650,350,CA
1.0,2.0,Yes,1550,350,DC
1.0,0.0,Yes,1400,350,CA
1.0,0.0,Yes,1299,350,OR
1.0,0.0,Yes,1299,350,WA
1.0,2.0,Yes,1200,350,MA
1.0,1.0,Yes,1145,350,PA
1.0,1.0,Yes,1000,350,WI
1.0,0.0,No,940,350,IL
1.0,2.0,Yes,895,350,OH
1.0,0.0,Yes,875,350,TX
1.0,1.0,Yes,849,350,AZ
1.0,1.0,No,800,350,IL
1.0,0.0,Yes,710,350,WA
1.0,0.0,Yes,699,350,MD
1.0,2.0,Yes,695,350,AK
1.0,0.0,No,600,350,NY
1.0,0.0,Yes,592,350,AZ
1.0,1.0,Yes,1225,351,OR
1.0,2.0,No,1246,352,TX
1.0,0.0,Yes,1225,352,CA
1.0,1.0,Yes,675,354,MO
1.0,0.0,Yes,1400,355,CA
1.0,1.0,No,585,355,IL
1.0,2.0,Yes,1125,357,IL
1.0,2.0,No,614,357,OH
1.0,2.0,Yes,1225,360,NJ
1.0,2.0,Yes,875,360,OR
1.0,2.0,No,850,360,TX
1.0,1.0,No,670,360,WI
1.0,1.0,No,639,360,IL
1.0,1.0,Yes,495,360,OK
1.0,2.0,Yes,1750,362,DC
1.0,1.0,Yes,1050,362,IL
1.0,0.0,No,950,362,TX
1.0,2.0,No,1200,367,OR
1.0,1.0,Yes,985,367,IL
1.0,2.0,Yes,965,368,CT
1.0,1.0,Yes,530,368,MI
1.0,2.0,Yes,1530,369,WA
1.0,1.0,No,1000,369,CA
1.0,1.0,Yes,720,369,MO
1.0,0.0,No,1225,370,NJ
1.0,1.0,Yes,1025,370,OR
1.0,1.0,Yes,765,370,TX
1.0,1.0,Yes,1975,375,CA
1.0,1.0,No,1525,375,CA
1.0,1.0,No,1175,375,OR
1.0,2.0,No,940,375,TX
1.0,1.0,No,850,375,IN
1.0,1.0,Yes,829,375,AZ
1.0,0.0,No,799,375,IN
1.0,2.0,Yes,773,375,MN
1.0,1.0,Yes,386,375,WI
1.0,2.0,Yes,1400,377,FL
1.0,1.0,Yes,3095,378,CA
1.0,2.0,Yes,1275,378,OR
1.0,0.0,No,929,378,TX
1.0,2.0,Yes,1591,379,CA
1.0,1.0,Yes,2895,380,CA
1.0,0.0,Yes,2695,380,CA
1.0,0.0,No,1400,380,CA
1.0,2.0,Yes,955,380,AK
1.0,1.0,Yes,540,380,AZ
1.0,2.0,Yes,2895,381,CA
1.0,2.0,No,2874,382,CA
1.0,2.0,Yes,635,382,TN
1.0,1.0,Yes,902,384,IL
1.0,0.0,Yes,2395,385,CA
1.0,1.0,Yes,1250,385,OR
1.0,1.0,No,540,385,IN
1.0,1.0,No,350,385,KY
1.0,2.0,Yes,1262,386,OR
1.0,0.0,Yes,1115,389,OR
1.0,2.0,Yes,2095,390,RI
1.0,1.0,Yes,1800,390,DC
1.0,2.0,Yes,879,390,FL
1.0,1.0,No,699,390,IN
1.0,1.0,No,640,390,IL
1.0,1.0,No,999,391,TX
1.0,1.0,No,959,391,TX
1.0,0.0,No,1654,393,DC
1.0,2.0,Yes,995,393,TX
1.0,0.0,No,919,394,TX
1.0,0.0,Yes,1350,395,CA
1.0,1.0,Yes,1045,395,IL
1.0,2.0,No,976,395,TX
1.0,2.0,No,762,395,WA
1.0,1.0,No,1050,396,TX
1.0,1.0,No,1225,397,OR
1.0,2.0,Yes,2495,398,CA
1.0,1.0,Yes,1173,398,IL
1.0,2.0,No,1005,398,TX
1.0,2.0,Yes,1000,398,TX
1.0,2.0,No,875,398,TX
1.0,2.0,No,3000,400,FL
1.0,0.0,No,2450,400,CA
1.0,1.0,No,2050,400,CA
1.0,0.0,Yes,1659,400,DC
1.0,1.0,No,1625,400,WA
1.0,2.0,No,1599,400,
1.0,0.0,No,1599,400,NY
1.0,1.0,No,1580,400,
1.0,1.0,No,1500,400,CA
1.0,1.0,No,1500,400,CA
1.0,0.0,No,1450,400,CA
1.0,1.0,No,1415,400,CA
1.0,1.0,No,1400,400,CO
1.0,1.0,Yes,1395,400,MI
1.0,1.0,Yes,1375,400,CA
1.0,1.0,No,1355,400,CA
1.0,1.0,No,1345,400,DC
1.0,1.0,No,1250,400,MA
1.0,2.0,Yes,1242,400,IL
1.0,1.0,Yes,1225,400,OR
1.0,1.0,No,1215,400,CA
1.0,1.0,No,1200,400,AZ
1.0,1.0,Yes,1160,400,WI
1.0,1.0,No,1150,400,MD
1.0,1.0,No,1100,400,CO
1.0,1.0,No,1100,400,NH
1.0,2.0,Yes,1099,400,FL
1.0,1.0,No,1095,400,TX
1.0,2.0,No,1090,400,TX
1.0,2.0,No,1085,400,TX
1.0,1.0,Yes,1050,400,IL
1.0,2.0,No,1045,400,TX
1.0,2.0,No,1040,400,TX
1.0,1.0,No,1035,400,FL
1.0,2.0,Yes,1012,400,CO
1.0,1.0,Yes,1000,400,PA
1.0,1.0,No,1000,400,WA
1.0,1.0,Yes,995,400,MN
1.0,3.0,No,975,400,TX
1.0,0.0,Yes,975,400,TX
1.0,1.0,No,975,400,FL
1.0,1.0,No,950,400,NC
1.0,2.0,Yes,945,400,MN
1.0,0.0,Yes,925,400,TX
1.0,1.0,No,925,400,GA
1.0,1.0,Yes,925,400,NH
1.0,1.0,No,919,400,MN
1.0,1.0,No,910,400,CO
1.0,3.0,No,900,400,TX
1.0,1.0,No,900,400,VA
1.0,1.0,No,900,400,TX
1.0,1.0,Yes,899,400,VA
1.0,2.0,Yes,895,400,TX
1.0,0.0,No,895,400,TX
1.0,0.0,Yes,895,400,TX
1.0,0.0,Yes,895,400,TX
1.0,1.0,No,875,400,CO
1.0,2.0,No,875,400,TX
1.0,1.0,No,875,400,OR
1.0,1.0,No,865,400,CT
1.0,2.0,No,857,400,TX
1.0,0.0,Yes,850,400,TX
1.0,1.0,No,850,400,
1.0,1.0,No,850,400,TX
1.0,1.0,No,845,400,CO
1.0,0.0,No,829,400,MD
1.0,1.0,No,800,400,CO
1.0,1.0,No,799,400,IN
1.0,2.0,Yes,799,400,IL
1.5,0.0,No,750,400,NV
1.0,2.0,No,720,400,MN
1.0,1.0,Yes,720,400,OH
1.0,1.0,No,700,400,CO
1.0,1.0,No,700,400,CO
1.0,2.0,Yes,695,400,TX
1.0,1.0,No,691,400,FL
1.0,1.0,No,690,400,FL
1.0,1.0,No,660,400,IN
1.0,0.0,Yes,615,400,NE
1.0,1.0,No,600,400,FL
1.0,1.0,No,600,400,CO
1.0,2.0,No,599,400,IN
1.0,0.0,Yes,500,400,NC
1.0,1.0,Yes,499,400,LA
1.0,1.0,No,475,400,CO
1.0,1.0,No,435,400,OH
1.0,2.0,Yes,425,400,ND
1.0,2.0,No,300,400,TX
1.0,1.0,No,975,401,TX
1.0,2.0,Yes,2460,402,MA
1.0,2.0,Yes,1050,403,WI
2.0,2.0,Yes,1198,404,AL
1.0,1.0,Yes,635,404,AZ
1.0,0.0,Yes,1975,405,MA
1.0,2.0,Yes,1725,405,CA
1.0,0.0,No,1495,405,DC
1.0,1.0,Yes,1085,405,WI
1.0,0.0,No,1085,405,CO
1.0,1.0,No,849,405,AZ
1.0,3.0,Yes,780,405,PA
1.0,1.0,No,1670,406,CA
1.0,0.0,No,1650,406,CA
1.0,2.0,No,1025,406,IL
1.0,0.0,Yes,950,407,AZ
1.0,0.0,Yes,2495,408,CA
1.0,0.0,No,1225,408,NJ
1.0,2.0,Yes,1350,409,WA
1.0,1.0,Yes,950,409,OR
1.0,2.0,Yes,1450,410,VA
1.0,0.0,Yes,950,410,PA
1.0,2.0,No,925,410,TX
1.0,1.0,Yes,925,410,TX
1.0,2.0,No,859,410,TX
1.0,1.0,Yes,695,410,NJ
1.0,2.0,Yes,595,410,IA
1.0,2.0,Yes,595,410,IA
1.0,1.0,No,560,410,TX
1.0,1.0,No,420,410,OH
1.0,2.0,No,965,411,TX
1.0,2.0,Yes,1115,412,OR
1.0,1.0,Yes,1039,413,IL
1.0,2.0,Yes,1540,414,DC
1.0,1.0,Yes,1300,414,OR
1.0,2.0,No,895,414,TX
1.0,1.0,Yes,750,414,MO
1.0,2.0,Yes,715,414,VA
1.0,2.0,Yes,1450,415,CA
1.0,2.0,Yes,1300,415,PA
1.0,1.0,Yes,1130,415,IL
1.0,1.0,Yes,1015,415,IL
1.0,2.0,No,999,415,TX
1.0,0.0,Yes,699,415,AL
1.0,0.0,Yes,699,415,AL
1.0,1.0,Yes,650,415,AR
1.0,2.0,No,1399,416,TX
1.0,2.0,Yes,4000,417,CA
1.0,3.0,Yes,2013,418,RI
1.0,2.0,Yes,1294,418,TN
1.0,2.0,Yes,1175,418,OR
1.0,2.0,No,875,418,MO
1.0,0.0,Yes,2895,419,CA
1.0,1.0,No,1890,419,MI
1.0,1.0,Yes,2100,420,CA
1.0,1.0,Yes,1640,420,CA
1.0,1.0,Yes,1255,420,CA
1.0,1.0,Yes,1250,420,IL
1.0,1.0,Yes,1050,420,IL
1.0,1.0,No,999,420,FL
1.0,0.0,No,995,420,WI
1.0,2.0,No,920,420,TX
1.0,1.0,No,920,420,TX
1.0,1.0,Yes,850,420,TX
1.0,1.0,Yes,725,420,LA
1.0,1.0,No,699,420,IN
1.0,2.0,No,600,420,IN
1.0,3.0,No,569,420,IN
1.0,1.0,Yes,560,420,AZ
1.0,1.0,Yes,1295,422,WA
1.0,2.0,No,870,422,TX
1.0,2.0,Yes,805,422,MO
1.0,2.0,Yes,685,422,PA
1.0,3.0,Yes,1219,423,VA
1.0,2.0,Yes,885,423,AK
1.0,0.0,Yes,1570,425,DC
1.0,2.0,Yes,1405,425,WA
1.0,1.0,No,1399,425,TX
1.0,0.0,Yes,1350,425,CA
1.0,2.0,No,1170,425,AK
1.0,0.0,No,995,425,TX
1.0,1.0,Yes,925,425,TX
1.0,0.0,No,905,425,TX
1.0,1.0,No,800,425,TX
1.0,1.0,No,799,425,TX
1.0,1.0,Yes,795,425,TX
1.0,1.0,Yes,2135,426,DC
1.0,1.0,Yes,2060,426,MA
1.0,1.0,Yes,1295,426,OR
1.0,2.0,Yes,1045,426,CO
1.0,0.0,No,899,426,AZ
1.0,1.0,Yes,814,426,IL
1.0,2.0,Yes,1745,428,CA
1.0,1.0,Yes,1395,428,NJ
1.0,2.0,Yes,1249,428,IL
1.0,2.0,No,1195,428,OR
1.0,3.0,Yes,785,428,OH
1.0,1.0,No,699,428,IN
1.0,0.0,Yes,2695,429,CA
1.0,1.0,Yes,1325,430,IL
1.0,2.0,No,1125,430,WI
1.0,0.0,Yes,895,430,PA
1.0,1.0,Yes,895,430,CT
1.0,1.0,No,845,430,CT
1.0,2.0,No,800,430,TX
1.0,2.0,No,775,430,CT
1.0,2.0,Yes,775,430,CT
1.0,2.0,No,765,430,CT
1.0,2.0,No,765,430,CT
1.0,0.0,Yes,650,430,MO
1.0,1.0,Yes,645,430,OH
1.0,2.0,Yes,1549,431,VA
1.0,2.0,Yes,1530,431,WA
1.0,0.0,No,1500,431,CA
1.0,1.0,Yes,3095,432,CA
1.0,1.0,No,2509,432,CA
1.0,2.0,No,890,432,TX
1.0,2.0,No,1895,433,DC
1.0,2.0,Yes,899,433,TN
1.0,2.0,No,1645,434,TX
1.0,3.0,No,1026,434,TX
1.0,2.0,Yes,827,434,OK
1.0,1.0,Yes,1630,435,FL
1.0,2.0,Yes,1250,435,OR
1.0,2.0,Yes,1150,435,PA
1.0,1.0,No,1344,436,MA
1.0,0.0,No,895,437,TX
1.0,1.0,Yes,1215,438,MN
1.0,1.0,Yes,1100,438,OR
1.0,2.0,Yes,1040,438,OH
1.0,2.0,Yes,2995,439,CA
1.0,3.0,Yes,949,440,FL
1.0,2.0,No,899,440,TX
1.0,2.0,No,881,440,TX
1.0,0.0,Yes,879,440,AZ
1.0,1.0,Yes,835,440,TN
1.0,1.0,Yes,740,440,TX
1.0,1.0,Yes,635,440,CO
1.0,1.0,Yes,2795,441,CA
1.0,1.0,No,2295,441,CA
1.0,2.0,Yes,1270,441,OR
1.0,2.0,No,989,441,TX
1.0,1.0,Yes,1195,442,OR
1.0,1.0,Yes,750,442,TN
1.0,2.0,Yes,535,442,TX
1.0,2.0,Yes,535,442,TX
1.0,1.0,Yes,665,443,TX
1.0,1.0,No,1250,444,OR
1.0,1.0,No,837,444,TX
1.0,2.0,Yes,830,444,AK
1.0,2.0,No,2341,445,MA
1.0,0.0,Yes,1295,445,OR
1.0,1.0,Yes,1175,445,IL
1.0,2.0,Yes,1530,446,IL
1.0,1.0,Yes,1325,446,OR
1.0,2.0,Yes,1099,446,MO
1.0,1.0,Yes,545,446,OH
1.0,1.0,Yes,2895,447,CA
1.0,0.0,No,2195,447,CA
1.0,2.0,No,1684,447,TX
1.0,2.0,Yes,1335,447,WA
1.0,1.0,No,895,447,TX
1.0,1.0,No,775,447,IL
1.0,1.0,Yes,675,447,TX
1.0,1.0,No,2500,448,CA
1.0,2.0,No,1729,448,TX
1.0,2.0,Yes,1688,448,TX
1.0,2.0,Yes,739,448,MO
1.0,1.0,No,950,449,MI
1.0,2.0,Yes,820,449,CO
1.0,0.0,No,3000,450,CA
1.0,1.0,Yes,1950,450,MD
1.0,2.0,Yes,1818,450,DC
1.0,0.0,Yes,1795,450,CA
1.0,0.0,No,1750,450,CA
1.0,1.0,No,1535,450,DC
1.0,0.0,Yes,1495,450,CA
1.0,2.0,No,1475,450,PA
1.0,1.0,Yes,1365,450,IL
1.0,1.0,Yes,1349,450,FL
1.0,1.0,No,1345,450,CA
1.0,2.0,No,1299,450,MN
1.0,0.0,No,1295,450,CA
1.0,1.0,No,1225,450,TX
1.0,2.0,Yes,1225,450,WI
1.0,2.0,No,1200,450,WA
1.0,2.0,Yes,1199,450,MI
1.0,1.0,Yes,1195,450,WA
1.0,1.0,No,1195,450,NJ
1.0,2.0,No,1095,450,WI
1.0,2.0,No,1073,450,WA
1.0,1.0,Yes,1069,450,MN
1.0,3.0,No,1041,450,TX
1.0,0.0,No,1000,450,OR
1.0,1.0,Yes,995,450,MI
1.0,2.0,No,969,450,TX
1.0,1.0,No,900,450,TX
1.0,2.0,No,897,450,TX
1.0,1.0,No,884,450,NV
1.0,2.0,Yes,860,450,AK
1.0,2.0,Yes,829,450,FL
1.0,2.0,No,799,450,IN
1.0,1.0,Yes,790,450,TN
1.0,1.0,Yes,770,450,MO
1.0,1.0,Yes,766,450,MO
1.0,2.0,Yes,752,450,IN
1.0,1.0,Yes,750,450,VA
1.0,1.0,No,725,450,NY
1.0,1.0,Yes,719,450,TX
1.0,2.0,Yes,687,450,TX
1.0,1.0,No,675,450,NJ
1.0,1.0,Yes,655,450,OH
1.0,2.0,No,650,450,MO
1.0,3.0,Yes,635,450,VA
1.0,1.0,No,600,450,IL
1.0,0.0,Yes,595,450,MO
1.0,0.0,Yes,575,450,KS
1.0,1.0,Yes,500,450,IL
1.0,0.0,Yes,490,450,KY
1.0,1.0,No,475,450,TX
1.0,1.0,No,2525,451,MA
1.0,0.0,Yes,1818,451,DC
1.0,3.0,No,1483,451,MA
1.0,2.0,No,805,451,TX
1.0,1.0,No,1796,452,DC
1.0,3.0,No,605,452,TX
1.0,1.0,No,1722,453,TX
1.0,0.0,No,1650,453,CA
1.0,1.0,Yes,3595,454,CA
1.0,1.0,Yes,950,454,NY
1.0,1.0,No,1250,455,OR
1.0,1.0,Yes,570,455,AZ
1.0,0.0,Yes,550,455,AZ
1.0,2.0,No,1830,456,CA
1.0,2.0,Yes,1795,456,CA
1.0,2.0,Yes,1612,456,DC
1.0,1.0,Yes,835,456,WI
1.0,2.0,Yes,825,456,UT
1.0,1.0,Yes,825,456,AZ
1.0,1.0,No,550,456,MI
1.0,2.0,No,1230,457,ID
1.0,1.0,No,2395,458,CA
1.0,2.0,No,485,458,TX
1.0,1.0,No,1275,459,OR
1.0,2.0,Yes,1135,459,MD
1.0,3.0,Yes,700,459,IA
1.0,2.0,Yes,1695,460,CT
1.0,1.0,No,1469,460,OR
1.0,3.0,Yes,1150,460,WI
1.0,1.0,Yes,840,460,TX
1.0,1.0,Yes,820,460,CO
1.0,0.0,Yes,815,460,AK
1.0,1.0,Yes,805,460,CO
1.0,2.0,No,785,460,CO
1.0,1.0,No,709,460,IL
1.0,2.0,Yes,705,460,PA
1.0,1.0,Yes,525,460,ND
1.0,2.0,Yes,1125,461,WA
1.0,2.0,Yes,1245,462,UT
1.0,1.0,Yes,600,462,AZ
1.0,1.0,Yes,560,463,AZ
1.0,2.0,Yes,1905,464,IL
1.0,1.0,No,890,464,TX
1.0,1.0,Yes,705,464,
1.0,2.0,Yes,1510,465,VA
1.0,1.0,No,1475,465,CA
1.0,2.0,Yes,931,465,GA
1.0,1.0,Yes,840,465,OH
1.0,2.0,Yes,695,465,AZ
1.0,1.0,No,560,465,MO
1.0,1.0,Yes,3095,466,CA
1.0,2.0,Yes,1330,467,MN
2.0,2.0,No,689,467,OH
1.0,1.0,No,1100,468,TX
1.0,1.0,No,1099,468,NH
1.0,1.0,Yes,1040,468,NY
1.0,2.0,Yes,885,468,NE
1.0,1.0,No,749,468,IL
1.0,1.0,Yes,740,468,TX
1.0,1.0,No,625,468,IL
1.0,1.0,Yes,1395,469,OR
1.0,1.0,Yes,1210,469,IL
1.0,0.0,Yes,1100,469,IN
1.0,1.0,No,2000,470,DC
